departamento,id_conflicto,tipo_conflicto,estado,en_dialogo,duracion_meses_sintetica,poblacion_afectada_sintetica,nota
Amazonas,CS-AMA-001,socioambiental-mineria,activo,si,1,6733,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Pasco,CS-PAS-037,gobierno nacional,activo,si,21,2875,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Pasco,CS-PAS-038,socioambiental-hidrocarburos,activo,si,14,2592,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Pasco,CS-PAS-039,socioambiental-mineria,activo,no,16,35668,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Pasco,CS-PAS-040,socioambiental-mineria,activo,si,31,2379,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Pasco,CS-PAS-041,electoral,activo,no,1,1885,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Pasco,CS-PAS-042,gobierno nacional,latente,no aplica,15,5655,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Pasco,CS-PAS-043,otros,activo,si,18,18208,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Pasco,CS-PAS-044,socioambiental-mineria,activo,no,17,4905,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Pasco,CS-PAS-045,socioambiental-hidrocarburos,activo,si,11,6057,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Pasco,CS-PAS-046,socioambiental-hidrocarburos,latente,no aplica,12,8120,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Pasco,CS-PAS-047,socioambiental-mineria,activo,no,6,11205,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Pasco,CS-PAS-048,laboral,activo,si,8,14916,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Pasco,CS-PAS-049,comunal,activo,no,7,5202,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Pasco,CS-PAS-050,socioambiental-mineria,activo,no,1,26878,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Pasco,CS-PAS-051,laboral,activo,si,1,5635,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Pasco,CS-PAS-052,comunal,activo,no,23,1862,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Piura,CS-PIU-001,socioambiental-hidrocarburos,activo,si,46,9574,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Piura,CS-PIU-002,socioambiental-mineria,activo,no,23,8554,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Piura,CS-PIU-003,otros,activo,si,27,8139,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Piura,CS-PIU-004,gobierno nacional,activo,si,14,2595,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Piura,CS-PIU-005,socioambiental-mineria,activo,si,17,3084,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Piura,CS-PIU-006,socioambiental-mineria,activo,no,13,9433,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Piura,CS-PIU-007,gobierno nacional,activo,no,1,11944,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Piura,CS-PIU-008,socioambiental-mineria,activo,no,22,4667,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Piura,CS-PIU-009,gobierno nacional,activo,no,1,15866,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Piura,CS-PIU-010,socioambiental-mineria,activo,si,16,11079,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Piura,CS-PIU-011,socioambiental-mineria,activo,no,17,9851,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Piura,CS-PIU-012,comunal,activo,no,17,14488,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Piura,CS-PIU-013,laboral,activo,si,1,8893,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Piura,CS-PIU-014,socioambiental-mineria,activo,si,18,41951,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Piura,CS-PIU-015,otros,activo,no,23,11374,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Piura,CS-PIU-016,laboral,activo,no,29,9312,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Piura,CS-PIU-017,otros,activo,no,16,9926,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Piura,CS-PIU-018,laboral,activo,si,2,7420,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Piura,CS-PIU-019,socioambiental-mineria,activo,no,40,3298,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Puno,CS-PUN-001,socioambiental-hidrocarburos,activo,si,40,12014,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Puno,CS-PUN-002,socioambiental-hidrocarburos,latente,no aplica,1,12634,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Puno,CS-PUN-003,socioambiental-mineria,latente,no aplica,19,9655,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Puno,CS-PUN-004,socioambiental-mineria,activo,no,7,6812,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Puno,CS-PUN-005,comunal,activo,si,28,1333,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Puno,CS-PUN-006,gobierno nacional,latente,no aplica,9,27199,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Puno,CS-PUN-007,comunal,latente,no aplica,26,2400,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Puno,CS-PUN-008,otros,activo,si,7,9209,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Puno,CS-PUN-009,gobierno nacional,activo,no,26,29370,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Puno,CS-PUN-010,socioambiental-mineria,activo,no,15,13226,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Puno,CS-PUN-011,otros,latente,no aplica,25,3610,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Puno,CS-PUN-012,laboral,latente,no aplica,14,16106,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Puno,CS-PUN-013,comunal,activo,si,12,5894,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Puno,CS-PUN-014,socioambiental-mineria,activo,no,29,21461,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Puno,CS-PUN-015,electoral,activo,si,18,3127,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Puno,CS-PUN-016,gobierno nacional,activo,no,4,24815,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Puno,CS-PUN-017,otros,activo,si,18,9220,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Puno,CS-PUN-018,otros,activo,si,22,6404,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Puno,CS-PUN-019,socioambiental-mineria,activo,si,31,10553,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Puno,CS-PUN-020,socioambiental-mineria,activo,no,5,10514,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Puno,CS-PUN-021,socioambiental-mineria,latente,no aplica,31,3272,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Puno,CS-PUN-022,socioambiental-mineria,activo,si,2,14955,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Puno,CS-PUN-023,laboral,activo,si,10,8081,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Puno,CS-PUN-024,gobierno nacional,activo,si,18,4399,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Puno,CS-PUN-025,socioambiental-hidrocarburos,activo,si,1,2144,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Puno,CS-PUN-026,otros,activo,si,33,3180,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Puno,CS-PUN-027,socioambiental-mineria,activo,no,7,10242,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Puno,CS-PUN-028,electoral,activo,si,32,10343,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Puno,CS-PUN-029,gobierno nacional,latente,no aplica,9,3368,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Puno,CS-PUN-030,laboral,activo,si,1,2966,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Puno,CS-PUN-031,socioambiental-hidrocarburos,activo,no,1,7215,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Puno,CS-PUN-032,socioambiental-mineria,activo,si,14,12823,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Puno,CS-PUN-033,otros,activo,si,33,3160,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Puno,CS-PUN-034,gobierno nacional,activo,no,4,9663,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Puno,CS-PUN-035,electoral,latente,no aplica,5,10644,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Puno,CS-PUN-036,electoral,activo,si,14,10699,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Puno,CS-PUN-037,socioambiental-mineria,activo,si,11,47502,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Puno,CS-PUN-038,socioambiental-mineria,activo,no,20,2975,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Puno,CS-PUN-039,socioambiental-mineria,activo,si,13,28680,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Puno,CS-PUN-040,socioambiental-hidrocarburos,activo,si,22,5572,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Puno,CS-PUN-041,laboral,activo,no,4,6149,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Puno,CS-PUN-042,laboral,activo,no,7,36971,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Puno,CS-PUN-043,socioambiental-mineria,activo,no,17,5053,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Puno,CS-PUN-044,socioambiental-mineria,activo,no,1,5695,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Puno,CS-PUN-045,socioambiental-hidrocarburos,activo,si,20,4109,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Puno,CS-PUN-046,socioambiental-mineria,activo,no,31,2361,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Puno,CS-PUN-047,socioambiental-mineria,activo,si,11,3958,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Puno,CS-PUN-048,socioambiental-mineria,activo,no,1,24101,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Puno,CS-PUN-049,comunal,activo,no,36,5117,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
San Martin,CS-SAN-001,electoral,activo,si,8,5929,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
San Martin,CS-SAN-002,gobierno nacional,activo,no,1,10979,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
San Martin,CS-SAN-003,socioambiental-mineria,activo,no,20,15299,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
San Martin,CS-SAN-004,socioambiental-mineria,activo,si,26,7176,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
San Martin,CS-SAN-005,otros,activo,si,8,3100,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
San Martin,CS-SAN-006,socioambiental-mineria,activo,no,3,11057,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
San Martin,CS-SAN-007,socioambiental-hidrocarburos,activo,no,17,6384,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
San Martin,CS-SAN-008,socioambiental-hidrocarburos,activo,no,24,4094,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
San Martin,CS-SAN-009,comunal,latente,no aplica,10,6483,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
San Martin,CS-SAN-010,otros,activo,si,43,2256,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
San Martin,CS-SAN-011,socioambiental-mineria,activo,no,19,5208,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
San Martin,CS-SAN-012,gobierno nacional,activo,no,11,2277,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
San Martin,CS-SAN-013,otros,latente,no aplica,22,7046,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
San Martin,CS-SAN-014,electoral,activo,si,20,8343,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
San Martin,CS-SAN-015,gobierno nacional,activo,no,9,3954,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
San Martin,CS-SAN-016,comunal,latente,no aplica,8,1551,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
San Martin,CS-SAN-017,laboral,activo,no,30,1221,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
San Martin,CS-SAN-018,laboral,activo,si,19,8994,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
San Martin,CS-SAN-019,socioambiental-mineria,activo,no,17,10683,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
San Martin,CS-SAN-020,socioambiental-mineria,activo,si,26,6446,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
San Martin,CS-SAN-021,comunal,activo,si,16,6642,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Tacna,CS-TAC-001,electoral,activo,no,15,11829,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Tacna,CS-TAC-002,laboral,latente,no aplica,20,10928,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Tacna,CS-TAC-003,gobierno nacional,latente,no aplica,16,15377,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Tacna,CS-TAC-004,socioambiental-mineria,activo,no,8,9989,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Tacna,CS-TAC-005,electoral,activo,no,20,10477,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Tacna,CS-TAC-006,socioambiental-mineria,activo,si,11,4199,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Tacna,CS-TAC-007,gobierno nacional,activo,si,20,7213,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Tacna,CS-TAC-008,gobierno nacional,activo,si,30,5377,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Tacna,CS-TAC-009,gobierno nacional,activo,no,17,16669,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Tacna,CS-TAC-010,socioambiental-hidrocarburos,activo,si,14,7446,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Tacna,CS-TAC-011,socioambiental-mineria,activo,si,22,7586,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Tacna,CS-TAC-012,gobierno nacional,activo,no,26,19079,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Tacna,CS-TAC-013,otros,activo,si,7,5141,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Tacna,CS-TAC-014,otros,activo,no,15,5647,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Tacna,CS-TAC-015,socioambiental-mineria,activo,si,28,4167,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Tacna,CS-TAC-016,socioambiental-mineria,activo,si,2,12045,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Tumbes,CS-TUM-001,socioambiental-mineria,activo,si,29,10339,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Tumbes,CS-TUM-002,socioambiental-mineria,latente,no aplica,15,2930,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Tumbes,CS-TUM-003,socioambiental-mineria,latente,no aplica,34,2572,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Tumbes,CS-TUM-004,gobierno nacional,latente,no aplica,4,7164,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Tumbes,CS-TUM-005,gobierno nacional,activo,no,17,1313,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Tumbes,CS-TUM-006,socioambiental-mineria,activo,no,37,4330,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Tumbes,CS-TUM-007,socioambiental-hidrocarburos,activo,no,6,4946,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Tumbes,CS-TUM-008,laboral,activo,no,5,11338,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Tumbes,CS-TUM-009,laboral,latente,no aplica,3,17403,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Tumbes,CS-TUM-010,otros,activo,si,1,2244,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Tumbes,CS-TUM-011,socioambiental-mineria,activo,si,13,3013,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Tumbes,CS-TUM-012,socioambiental-mineria,activo,no,6,8174,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Tumbes,CS-TUM-013,socioambiental-mineria,activo,si,26,3943,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Tumbes,CS-TUM-014,comunal,activo,si,15,11264,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Tumbes,CS-TUM-015,otros,activo,no,6,11119,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Tumbes,CS-TUM-016,comunal,activo,no,20,4185,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Tumbes,CS-TUM-017,socioambiental-mineria,activo,no,17,18655,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Tumbes,CS-TUM-018,comunal,activo,no,49,6679,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Tumbes,CS-TUM-019,socioambiental-mineria,activo,si,8,12040,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Tumbes,CS-TUM-020,otros,activo,si,23,10384,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Tumbes,CS-TUM-021,socioambiental-mineria,activo,no,32,13037,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Tumbes,CS-TUM-022,socioambiental-mineria,activo,si,22,749,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Tumbes,CS-TUM-023,socioambiental-mineria,activo,si,28,14606,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Ucayali,CS-UCA-001,socioambiental-mineria,activo,si,21,15446,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Ucayali,CS-UCA-002,socioambiental-mineria,activo,si,33,3118,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Ucayali,CS-UCA-003,socioambiental-hidrocarburos,activo,si,21,10150,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Ucayali,CS-UCA-004,otros,activo,si,9,986,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Ucayali,CS-UCA-005,socioambiental-mineria,activo,no,28,23155,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Ucayali,CS-UCA-006,socioambiental-mineria,latente,no aplica,27,10241,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Ucayali,CS-UCA-007,socioambiental-mineria,activo,si,1,4941,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Ucayali,CS-UCA-008,socioambiental-mineria,activo,no,13,13300,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Ucayali,CS-UCA-009,gobierno nacional,activo,no,30,2617,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Ucayali,CS-UCA-010,comunal,activo,si,13,2365,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Ucayali,CS-UCA-011,socioambiental-mineria,latente,no aplica,16,6357,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Ucayali,CS-UCA-012,gobierno nacional,activo,si,18,5846,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Ucayali,CS-UCA-013,socioambiental-mineria,activo,no,30,2104,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Ucayali,CS-UCA-014,comunal,latente,no aplica,2,3399,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
