mesa_id,distrito_id,eleccion_id,organizacion_id,organizacion_politica,votos,votos_validos_mesa,votos_emitidos_mesa,votos_blancos_mesa,votos_nulos_mesa,electores_habiles_mesa,estado_acta
M00197-05,D00197,EG2026-PRES,ORG05,Otros,71,156,182,12,14,250,contabilizada
M00197-06,D00197,EG2026-PRES,ORG01,Fuerza Popular,15,128,161,12,21,192,contabilizada
M00197-06,D00197,EG2026-PRES,ORG02,Juntos por el Peru,26,128,161,12,21,192,contabilizada
M00197-06,D00197,EG2026-PRES,ORG03,Renovacion Popular,9,128,161,12,21,192,contabilizada
M00197-06,D00197,EG2026-PRES,ORG04,Partido del Buen Gobierno,14,128,161,12,21,192,contabilizada
M00197-06,D00197,EG2026-PRES,ORG05,Otros,64,128,161,12,21,192,contabilizada
M00198-01,D00198,EG2026-PRES,ORG01,Fuerza Popular,25,215,261,17,29,308,contabilizada
M00198-01,D00198,EG2026-PRES,ORG02,Juntos por el Peru,26,215,261,17,29,308,contabilizada
M00198-01,D00198,EG2026-PRES,ORG03,Renovacion Popular,32,215,261,17,29,308,contabilizada
M00198-01,D00198,EG2026-PRES,ORG04,Partido del Buen Gobierno,21,215,261,17,29,308,contabilizada
M00198-01,D00198,EG2026-PRES,ORG05,Otros,111,215,261,17,29,308,contabilizada
M00198-02,D00198,EG2026-PRES,ORG01,Fuerza Popular,52,267,320,18,35,416,contabilizada
M00198-02,D00198,EG2026-PRES,ORG02,Juntos por el Peru,35,267,320,18,35,416,contabilizada
M00198-02,D00198,EG2026-PRES,ORG03,Renovacion Popular,43,267,320,18,35,416,contabilizada
M00198-02,D00198,EG2026-PRES,ORG04,Partido del Buen Gobierno,25,267,320,18,35,416,contabilizada
M00198-02,D00198,EG2026-PRES,ORG05,Otros,112,267,320,18,35,416,contabilizada
M00198-03,D00198,EG2026-PRES,ORG01,Fuerza Popular,20,125,149,10,14,229,contabilizada
M00198-03,D00198,EG2026-PRES,ORG02,Juntos por el Peru,16,125,149,10,14,229,contabilizada
M00198-03,D00198,EG2026-PRES,ORG03,Renovacion Popular,17,125,149,10,14,229,contabilizada
M00198-03,D00198,EG2026-PRES,ORG04,Partido del Buen Gobierno,12,125,149,10,14,229,contabilizada
M00198-03,D00198,EG2026-PRES,ORG05,Otros,60,125,149,10,14,229,contabilizada
M00198-04,D00198,EG2026-PRES,ORG01,Fuerza Popular,22,138,164,11,15,203,contabilizada
M00198-04,D00198,EG2026-PRES,ORG02,Juntos por el Peru,19,138,164,11,15,203,contabilizada
M00198-04,D00198,EG2026-PRES,ORG03,Renovacion Popular,18,138,164,11,15,203,contabilizada
M00198-04,D00198,EG2026-PRES,ORG04,Partido del Buen Gobierno,19,138,164,11,15,203,contabilizada
M00198-04,D00198,EG2026-PRES,ORG05,Otros,60,138,164,11,15,203,contabilizada
M00198-05,D00198,EG2026-PRES,ORG01,Fuerza Popular,30,159,193,15,19,250,contabilizada
M00198-05,D00198,EG2026-PRES,ORG02,Juntos por el Peru,19,159,193,15,19,250,contabilizada
M00198-05,D00198,EG2026-PRES,ORG03,Renovacion Popular,18,159,193,15,19,250,contabilizada
M00198-05,D00198,EG2026-PRES,ORG04,Partido del Buen Gobierno,20,159,193,15,19,250,contabilizada
M00198-05,D00198,EG2026-PRES,ORG05,Otros,72,159,193,15,19,250,contabilizada
M00198-06,D00198,EG2026-PRES,ORG01,Fuerza Popular,33,198,231,10,23,290,contabilizada
M00198-06,D00198,EG2026-PRES,ORG02,Juntos por el Peru,20,198,231,10,23,290,contabilizada
M00198-06,D00198,EG2026-PRES,ORG03,Renovacion Popular,23,198,231,10,23,290,contabilizada
M00198-06,D00198,EG2026-PRES,ORG04,Partido del Buen Gobierno,26,198,231,10,23,290,contabilizada
M00198-06,D00198,EG2026-PRES,ORG05,Otros,96,198,231,10,23,290,contabilizada
M00199-01,D00199,EG2026-PRES,ORG01,Fuerza Popular,27,211,238,10,17,305,contabilizada
M00199-01,D00199,EG2026-PRES,ORG02,Juntos por el Peru,34,211,238,10,17,305,contabilizada
M00199-01,D00199,EG2026-PRES,ORG03,Renovacion Popular,15,211,238,10,17,305,contabilizada
M00199-01,D00199,EG2026-PRES,ORG04,Partido del Buen Gobierno,21,211,238,10,17,305,contabilizada
M00199-01,D00199,EG2026-PRES,ORG05,Otros,114,211,238,10,17,305,contabilizada
M00199-02,D00199,EG2026-PRES,ORG01,Fuerza Popular,37,248,286,17,21,382,contabilizada
M00199-02,D00199,EG2026-PRES,ORG02,Juntos por el Peru,40,248,286,17,21,382,contabilizada
M00199-02,D00199,EG2026-PRES,ORG03,Renovacion Popular,21,248,286,17,21,382,contabilizada
M00199-02,D00199,EG2026-PRES,ORG04,Partido del Buen Gobierno,29,248,286,17,21,382,contabilizada
M00199-02,D00199,EG2026-PRES,ORG05,Otros,121,248,286,17,21,382,contabilizada
M00200-01,D00200,EG2026-PRES,ORG01,Fuerza Popular,42,212,256,19,25,314,contabilizada
M00200-01,D00200,EG2026-PRES,ORG02,Juntos por el Peru,22,212,256,19,25,314,contabilizada
M00200-01,D00200,EG2026-PRES,ORG03,Renovacion Popular,41,212,256,19,25,314,contabilizada
M00200-01,D00200,EG2026-PRES,ORG04,Partido del Buen Gobierno,20,212,256,19,25,314,contabilizada
M00200-01,D00200,EG2026-PRES,ORG05,Otros,87,212,256,19,25,314,contabilizada
M00200-02,D00200,EG2026-PRES,ORG01,Fuerza Popular,39,173,209,15,21,295,contabilizada
M00200-02,D00200,EG2026-PRES,ORG02,Juntos por el Peru,24,173,209,15,21,295,contabilizada
M00200-02,D00200,EG2026-PRES,ORG03,Renovacion Popular,38,173,209,15,21,295,contabilizada
M00200-02,D00200,EG2026-PRES,ORG04,Partido del Buen Gobierno,23,173,209,15,21,295,contabilizada
M00200-02,D00200,EG2026-PRES,ORG05,Otros,49,173,209,15,21,295,contabilizada
M00200-03,D00200,EG2026-PRES,ORG01,Fuerza Popular,46,244,294,18,32,327,contabilizada
M00200-03,D00200,EG2026-PRES,ORG02,Juntos por el Peru,20,244,294,18,32,327,contabilizada
M00200-03,D00200,EG2026-PRES,ORG03,Renovacion Popular,53,244,294,18,32,327,contabilizada
M00200-03,D00200,EG2026-PRES,ORG04,Partido del Buen Gobierno,36,244,294,18,32,327,contabilizada
M00200-03,D00200,EG2026-PRES,ORG05,Otros,89,244,294,18,32,327,contabilizada
M00200-04,D00200,EG2026-PRES,ORG01,Fuerza Popular,30,162,196,14,20,255,contabilizada
M00200-04,D00200,EG2026-PRES,ORG02,Juntos por el Peru,22,162,196,14,20,255,contabilizada
M00200-04,D00200,EG2026-PRES,ORG03,Renovacion Popular,34,162,196,14,20,255,contabilizada
M00200-04,D00200,EG2026-PRES,ORG04,Partido del Buen Gobierno,21,162,196,14,20,255,contabilizada
M00200-04,D00200,EG2026-PRES,ORG05,Otros,55,162,196,14,20,255,contabilizada
M00200-05,D00200,EG2026-PRES,ORG01,Fuerza Popular,25,109,127,4,14,199,observada
M00200-05,D00200,EG2026-PRES,ORG02,Juntos por el Peru,15,109,127,4,14,199,observada
M00200-05,D00200,EG2026-PRES,ORG03,Renovacion Popular,19,109,127,4,14,199,observada
M00200-05,D00200,EG2026-PRES,ORG04,Partido del Buen Gobierno,19,109,127,4,14,199,observada
M00200-05,D00200,EG2026-PRES,ORG05,Otros,31,109,127,4,14,199,observada
M00201-01,D00201,EG2026-PRES,ORG01,Fuerza Popular,22,145,175,13,17,281,contabilizada
M00201-01,D00201,EG2026-PRES,ORG02,Juntos por el Peru,24,145,175,13,17,281,contabilizada
M00201-01,D00201,EG2026-PRES,ORG03,Renovacion Popular,15,145,175,13,17,281,contabilizada
M00201-01,D00201,EG2026-PRES,ORG04,Partido del Buen Gobierno,17,145,175,13,17,281,contabilizada
M00201-01,D00201,EG2026-PRES,ORG05,Otros,67,145,175,13,17,281,contabilizada
M00201-02,D00201,EG2026-PRES,ORG01,Fuerza Popular,15,179,212,11,22,256,contabilizada
M00201-02,D00201,EG2026-PRES,ORG02,Juntos por el Peru,34,179,212,11,22,256,contabilizada
M00201-02,D00201,EG2026-PRES,ORG03,Renovacion Popular,12,179,212,11,22,256,contabilizada
M00201-02,D00201,EG2026-PRES,ORG04,Partido del Buen Gobierno,29,179,212,11,22,256,contabilizada
M00201-02,D00201,EG2026-PRES,ORG05,Otros,89,179,212,11,22,256,contabilizada
M00201-03,D00201,EG2026-PRES,ORG01,Fuerza Popular,17,129,151,5,17,185,contabilizada
M00201-03,D00201,EG2026-PRES,ORG02,Juntos por el Peru,27,129,151,5,17,185,contabilizada
M00201-03,D00201,EG2026-PRES,ORG03,Renovacion Popular,11,129,151,5,17,185,contabilizada
M00201-03,D00201,EG2026-PRES,ORG04,Partido del Buen Gobierno,11,129,151,5,17,185,contabilizada
M00201-03,D00201,EG2026-PRES,ORG05,Otros,63,129,151,5,17,185,contabilizada
M00201-04,D00201,EG2026-PRES,ORG01,Fuerza Popular,44,268,305,10,27,411,contabilizada
M00201-04,D00201,EG2026-PRES,ORG02,Juntos por el Peru,48,268,305,10,27,411,contabilizada
M00201-04,D00201,EG2026-PRES,ORG03,Renovacion Popular,23,268,305,10,27,411,contabilizada
M00201-04,D00201,EG2026-PRES,ORG04,Partido del Buen Gobierno,30,268,305,10,27,411,contabilizada
M00201-04,D00201,EG2026-PRES,ORG05,Otros,123,268,305,10,27,411,contabilizada
M00201-05,D00201,EG2026-PRES,ORG01,Fuerza Popular,9,105,134,10,19,185,observada
M00201-05,D00201,EG2026-PRES,ORG02,Juntos por el Peru,29,105,134,10,19,185,observada
M00201-05,D00201,EG2026-PRES,ORG03,Renovacion Popular,6,105,134,10,19,185,observada
M00201-05,D00201,EG2026-PRES,ORG04,Partido del Buen Gobierno,14,105,134,10,19,185,observada
M00201-05,D00201,EG2026-PRES,ORG05,Otros,47,105,134,10,19,185,observada
M00201-06,D00201,EG2026-PRES,ORG01,Fuerza Popular,26,183,210,11,16,300,contabilizada
M00201-06,D00201,EG2026-PRES,ORG02,Juntos por el Peru,36,183,210,11,16,300,contabilizada
M00201-06,D00201,EG2026-PRES,ORG03,Renovacion Popular,14,183,210,11,16,300,contabilizada
M00201-06,D00201,EG2026-PRES,ORG04,Partido del Buen Gobierno,24,183,210,11,16,300,contabilizada
M00201-06,D00201,EG2026-PRES,ORG05,Otros,83,183,210,11,16,300,contabilizada
M00202-01,D00202,EG2026-PRES,ORG01,Fuerza Popular,56,266,317,22,29,403,observada
M00202-01,D00202,EG2026-PRES,ORG02,Juntos por el Peru,23,266,317,22,29,403,observada
M00202-01,D00202,EG2026-PRES,ORG03,Renovacion Popular,48,266,317,22,29,403,observada
M00202-01,D00202,EG2026-PRES,ORG04,Partido del Buen Gobierno,44,266,317,22,29,403,observada
M00202-01,D00202,EG2026-PRES,ORG05,Otros,95,266,317,22,29,403,observada
M00202-02,D00202,EG2026-PRES,ORG01,Fuerza Popular,47,231,302,21,50,365,contabilizada
M00202-02,D00202,EG2026-PRES,ORG02,Juntos por el Peru,29,231,302,21,50,365,contabilizada
M00202-02,D00202,EG2026-PRES,ORG03,Renovacion Popular,45,231,302,21,50,365,contabilizada
M00202-02,D00202,EG2026-PRES,ORG04,Partido del Buen Gobierno,32,231,302,21,50,365,contabilizada
M00202-02,D00202,EG2026-PRES,ORG05,Otros,78,231,302,21,50,365,contabilizada
M00202-03,D00202,EG2026-PRES,ORG01,Fuerza Popular,40,211,259,17,31,343,contabilizada
M00202-03,D00202,EG2026-PRES,ORG02,Juntos por el Peru,29,211,259,17,31,343,contabilizada
M00202-03,D00202,EG2026-PRES,ORG03,Renovacion Popular,27,211,259,17,31,343,contabilizada
M00202-03,D00202,EG2026-PRES,ORG04,Partido del Buen Gobierno,29,211,259,17,31,343,contabilizada
M00202-03,D00202,EG2026-PRES,ORG05,Otros,86,211,259,17,31,343,contabilizada
M00202-04,D00202,EG2026-PRES,ORG01,Fuerza Popular,38,184,217,8,25,295,contabilizada
M00202-04,D00202,EG2026-PRES,ORG02,Juntos por el Peru,18,184,217,8,25,295,contabilizada
M00202-04,D00202,EG2026-PRES,ORG03,Renovacion Popular,31,184,217,8,25,295,contabilizada
M00202-04,D00202,EG2026-PRES,ORG04,Partido del Buen Gobierno,27,184,217,8,25,295,contabilizada
M00202-04,D00202,EG2026-PRES,ORG05,Otros,70,184,217,8,25,295,contabilizada
M00203-01,D00203,EG2026-PRES,ORG01,Fuerza Popular,39,192,222,9,21,317,pendiente
M00203-01,D00203,EG2026-PRES,ORG02,Juntos por el Peru,23,192,222,9,21,317,pendiente
M00203-01,D00203,EG2026-PRES,ORG03,Renovacion Popular,32,192,222,9,21,317,pendiente
M00203-01,D00203,EG2026-PRES,ORG04,Partido del Buen Gobierno,16,192,222,9,21,317,pendiente
M00203-01,D00203,EG2026-PRES,ORG05,Otros,82,192,222,9,21,317,pendiente
M00203-02,D00203,EG2026-PRES,ORG01,Fuerza Popular,31,164,201,12,25,246,contabilizada
M00203-02,D00203,EG2026-PRES,ORG02,Juntos por el Peru,16,164,201,12,25,246,contabilizada
M00203-02,D00203,EG2026-PRES,ORG03,Renovacion Popular,23,164,201,12,25,246,contabilizada
M00203-02,D00203,EG2026-PRES,ORG04,Partido del Buen Gobierno,22,164,201,12,25,246,contabilizada
M00203-02,D00203,EG2026-PRES,ORG05,Otros,72,164,201,12,25,246,contabilizada
M00203-03,D00203,EG2026-PRES,ORG01,Fuerza Popular,23,105,122,7,10,187,contabilizada
M00203-03,D00203,EG2026-PRES,ORG02,Juntos por el Peru,12,105,122,7,10,187,contabilizada
M00203-03,D00203,EG2026-PRES,ORG03,Renovacion Popular,24,105,122,7,10,187,contabilizada
M00203-03,D00203,EG2026-PRES,ORG04,Partido del Buen Gobierno,15,105,122,7,10,187,contabilizada
M00203-03,D00203,EG2026-PRES,ORG05,Otros,31,105,122,7,10,187,contabilizada
M00203-04,D00203,EG2026-PRES,ORG01,Fuerza Popular,28,136,161,11,14,258,contabilizada
M00203-04,D00203,EG2026-PRES,ORG02,Juntos por el Peru,13,136,161,11,14,258,contabilizada
M00203-04,D00203,EG2026-PRES,ORG03,Renovacion Popular,25,136,161,11,14,258,contabilizada
M00203-04,D00203,EG2026-PRES,ORG04,Partido del Buen Gobierno,18,136,161,11,14,258,contabilizada
M00203-04,D00203,EG2026-PRES,ORG05,Otros,52,136,161,11,14,258,contabilizada
M00203-05,D00203,EG2026-PRES,ORG01,Fuerza Popular,31,209,243,16,18,312,contabilizada
M00203-05,D00203,EG2026-PRES,ORG02,Juntos por el Peru,14,209,243,16,18,312,contabilizada
M00203-05,D00203,EG2026-PRES,ORG03,Renovacion Popular,35,209,243,16,18,312,contabilizada
M00203-05,D00203,EG2026-PRES,ORG04,Partido del Buen Gobierno,31,209,243,16,18,312,contabilizada
M00203-05,D00203,EG2026-PRES,ORG05,Otros,98,209,243,16,18,312,contabilizada
M00204-01,D00204,EG2026-PRES,ORG01,Fuerza Popular,30,183,211,6,22,361,contabilizada
M00204-01,D00204,EG2026-PRES,ORG02,Juntos por el Peru,27,183,211,6,22,361,contabilizada
M00204-01,D00204,EG2026-PRES,ORG03,Renovacion Popular,26,183,211,6,22,361,contabilizada
M00204-01,D00204,EG2026-PRES,ORG04,Partido del Buen Gobierno,24,183,211,6,22,361,contabilizada
M00204-01,D00204,EG2026-PRES,ORG05,Otros,76,183,211,6,22,361,contabilizada
M00204-02,D00204,EG2026-PRES,ORG01,Fuerza Popular,47,223,259,13,23,380,contabilizada
M00204-02,D00204,EG2026-PRES,ORG02,Juntos por el Peru,33,223,259,13,23,380,contabilizada
M00204-02,D00204,EG2026-PRES,ORG03,Renovacion Popular,52,223,259,13,23,380,contabilizada
M00204-02,D00204,EG2026-PRES,ORG04,Partido del Buen Gobierno,30,223,259,13,23,380,contabilizada
M00204-02,D00204,EG2026-PRES,ORG05,Otros,61,223,259,13,23,380,contabilizada
M00205-01,D00205,EG2026-PRES,ORG01,Fuerza Popular,36,192,212,5,15,302,contabilizada
M00205-01,D00205,EG2026-PRES,ORG02,Juntos por el Peru,24,192,212,5,15,302,contabilizada
M00205-01,D00205,EG2026-PRES,ORG03,Renovacion Popular,26,192,212,5,15,302,contabilizada
M00205-01,D00205,EG2026-PRES,ORG04,Partido del Buen Gobierno,28,192,212,5,15,302,contabilizada
M00205-01,D00205,EG2026-PRES,ORG05,Otros,78,192,212,5,15,302,contabilizada
M00205-02,D00205,EG2026-PRES,ORG01,Fuerza Popular,30,206,240,13,21,391,contabilizada
M00205-02,D00205,EG2026-PRES,ORG02,Juntos por el Peru,31,206,240,13,21,391,contabilizada
M00205-02,D00205,EG2026-PRES,ORG03,Renovacion Popular,32,206,240,13,21,391,contabilizada
M00205-02,D00205,EG2026-PRES,ORG04,Partido del Buen Gobierno,25,206,240,13,21,391,contabilizada
M00205-02,D00205,EG2026-PRES,ORG05,Otros,88,206,240,13,21,391,contabilizada
M00205-03,D00205,EG2026-PRES,ORG01,Fuerza Popular,35,218,259,11,30,350,observada
M00205-03,D00205,EG2026-PRES,ORG02,Juntos por el Peru,20,218,259,11,30,350,observada
M00205-03,D00205,EG2026-PRES,ORG03,Renovacion Popular,24,218,259,11,30,350,observada
M00205-03,D00205,EG2026-PRES,ORG04,Partido del Buen Gobierno,21,218,259,11,30,350,observada
M00205-03,D00205,EG2026-PRES,ORG05,Otros,118,218,259,11,30,350,observada
M00206-01,D00206,EG2026-PRES,ORG01,Fuerza Popular,28,271,317,23,23,411,contabilizada
M00206-01,D00206,EG2026-PRES,ORG02,Juntos por el Peru,70,271,317,23,23,411,contabilizada
M00206-01,D00206,EG2026-PRES,ORG03,Renovacion Popular,24,271,317,23,23,411,contabilizada
M00206-01,D00206,EG2026-PRES,ORG04,Partido del Buen Gobierno,24,271,317,23,23,411,contabilizada
M00206-01,D00206,EG2026-PRES,ORG05,Otros,125,271,317,23,23,411,contabilizada
M00206-02,D00206,EG2026-PRES,ORG01,Fuerza Popular,26,216,246,8,22,351,contabilizada
M00206-02,D00206,EG2026-PRES,ORG02,Juntos por el Peru,42,216,246,8,22,351,contabilizada
M00206-02,D00206,EG2026-PRES,ORG03,Renovacion Popular,16,216,246,8,22,351,contabilizada
M00206-02,D00206,EG2026-PRES,ORG04,Partido del Buen Gobierno,21,216,246,8,22,351,contabilizada
M00206-02,D00206,EG2026-PRES,ORG05,Otros,111,216,246,8,22,351,contabilizada
M00206-03,D00206,EG2026-PRES,ORG01,Fuerza Popular,28,224,260,10,26,358,contabilizada
M00206-03,D00206,EG2026-PRES,ORG02,Juntos por el Peru,45,224,260,10,26,358,contabilizada
M00206-03,D00206,EG2026-PRES,ORG03,Renovacion Popular,18,224,260,10,26,358,contabilizada
M00206-03,D00206,EG2026-PRES,ORG04,Partido del Buen Gobierno,28,224,260,10,26,358,contabilizada
M00206-03,D00206,EG2026-PRES,ORG05,Otros,105,224,260,10,26,358,contabilizada
M00206-04,D00206,EG2026-PRES,ORG01,Fuerza Popular,31,245,282,16,21,397,contabilizada
M00206-04,D00206,EG2026-PRES,ORG02,Juntos por el Peru,60,245,282,16,21,397,contabilizada
M00206-04,D00206,EG2026-PRES,ORG03,Renovacion Popular,22,245,282,16,21,397,contabilizada
M00206-04,D00206,EG2026-PRES,ORG04,Partido del Buen Gobierno,31,245,282,16,21,397,contabilizada
M00206-04,D00206,EG2026-PRES,ORG05,Otros,101,245,282,16,21,397,contabilizada
M00207-01,D00207,EG2026-PRES,ORG01,Fuerza Popular,29,159,173,3,11,246,contabilizada
M00207-01,D00207,EG2026-PRES,ORG02,Juntos por el Peru,24,159,173,3,11,246,contabilizada
M00207-01,D00207,EG2026-PRES,ORG03,Renovacion Popular,17,159,173,3,11,246,contabilizada
M00207-01,D00207,EG2026-PRES,ORG04,Partido del Buen Gobierno,20,159,173,3,11,246,contabilizada
M00207-01,D00207,EG2026-PRES,ORG05,Otros,69,159,173,3,11,246,contabilizada
M00207-02,D00207,EG2026-PRES,ORG01,Fuerza Popular,40,178,215,14,23,244,contabilizada
M00207-02,D00207,EG2026-PRES,ORG02,Juntos por el Peru,27,178,215,14,23,244,contabilizada
M00207-02,D00207,EG2026-PRES,ORG03,Renovacion Popular,28,178,215,14,23,244,contabilizada
M00207-02,D00207,EG2026-PRES,ORG04,Partido del Buen Gobierno,23,178,215,14,23,244,contabilizada
M00207-02,D00207,EG2026-PRES,ORG05,Otros,60,178,215,14,23,244,contabilizada
M00207-03,D00207,EG2026-PRES,ORG01,Fuerza Popular,35,218,267,20,29,310,contabilizada
M00207-03,D00207,EG2026-PRES,ORG02,Juntos por el Peru,37,218,267,20,29,310,contabilizada
M00207-03,D00207,EG2026-PRES,ORG03,Renovacion Popular,26,218,267,20,29,310,contabilizada
M00207-03,D00207,EG2026-PRES,ORG04,Partido del Buen Gobierno,23,218,267,20,29,310,contabilizada
M00207-03,D00207,EG2026-PRES,ORG05,Otros,97,218,267,20,29,310,contabilizada
M00207-04,D00207,EG2026-PRES,ORG01,Fuerza Popular,24,156,185,13,16,284,contabilizada
M00207-04,D00207,EG2026-PRES,ORG02,Juntos por el Peru,24,156,185,13,16,284,contabilizada
M00207-04,D00207,EG2026-PRES,ORG03,Renovacion Popular,29,156,185,13,16,284,contabilizada
M00207-04,D00207,EG2026-PRES,ORG04,Partido del Buen Gobierno,18,156,185,13,16,284,contabilizada
M00207-04,D00207,EG2026-PRES,ORG05,Otros,61,156,185,13,16,284,contabilizada
M00207-05,D00207,EG2026-PRES,ORG01,Fuerza Popular,40,185,219,9,25,275,contabilizada
M00207-05,D00207,EG2026-PRES,ORG02,Juntos por el Peru,34,185,219,9,25,275,contabilizada
M00207-05,D00207,EG2026-PRES,ORG03,Renovacion Popular,23,185,219,9,25,275,contabilizada
M00207-05,D00207,EG2026-PRES,ORG04,Partido del Buen Gobierno,23,185,219,9,25,275,contabilizada
M00207-05,D00207,EG2026-PRES,ORG05,Otros,65,185,219,9,25,275,contabilizada
M00207-06,D00207,EG2026-PRES,ORG01,Fuerza Popular,34,219,264,20,25,375,contabilizada
M00207-06,D00207,EG2026-PRES,ORG02,Juntos por el Peru,33,219,264,20,25,375,contabilizada
M00207-06,D00207,EG2026-PRES,ORG03,Renovacion Popular,30,219,264,20,25,375,contabilizada
M00207-06,D00207,EG2026-PRES,ORG04,Partido del Buen Gobierno,24,219,264,20,25,375,contabilizada
M00207-06,D00207,EG2026-PRES,ORG05,Otros,98,219,264,20,25,375,contabilizada
M00208-01,D00208,EG2026-PRES,ORG01,Fuerza Popular,24,204,232,19,9,280,contabilizada
M00208-01,D00208,EG2026-PRES,ORG02,Juntos por el Peru,41,204,232,19,9,280,contabilizada
M00208-01,D00208,EG2026-PRES,ORG03,Renovacion Popular,9,204,232,19,9,280,contabilizada
M00208-01,D00208,EG2026-PRES,ORG04,Partido del Buen Gobierno,29,204,232,19,9,280,contabilizada
M00208-01,D00208,EG2026-PRES,ORG05,Otros,101,204,232,19,9,280,contabilizada
M00208-02,D00208,EG2026-PRES,ORG01,Fuerza Popular,36,245,278,15,18,365,contabilizada
M00208-02,D00208,EG2026-PRES,ORG02,Juntos por el Peru,51,245,278,15,18,365,contabilizada
M00208-02,D00208,EG2026-PRES,ORG03,Renovacion Popular,19,245,278,15,18,365,contabilizada
M00208-02,D00208,EG2026-PRES,ORG04,Partido del Buen Gobierno,28,245,278,15,18,365,contabilizada
M00208-02,D00208,EG2026-PRES,ORG05,Otros,111,245,278,15,18,365,contabilizada
M00209-01,D00209,EG2026-PRES,ORG01,Fuerza Popular,38,240,287,17,30,419,contabilizada
M00209-01,D00209,EG2026-PRES,ORG02,Juntos por el Peru,34,240,287,17,30,419,contabilizada
M00209-01,D00209,EG2026-PRES,ORG03,Renovacion Popular,31,240,287,17,30,419,contabilizada
M00209-01,D00209,EG2026-PRES,ORG04,Partido del Buen Gobierno,40,240,287,17,30,419,contabilizada
M00209-01,D00209,EG2026-PRES,ORG05,Otros,97,240,287,17,30,419,contabilizada
M00209-02,D00209,EG2026-PRES,ORG01,Fuerza Popular,27,167,200,9,24,259,contabilizada
M00209-02,D00209,EG2026-PRES,ORG02,Juntos por el Peru,29,167,200,9,24,259,contabilizada
M00209-02,D00209,EG2026-PRES,ORG03,Renovacion Popular,20,167,200,9,24,259,contabilizada
M00209-02,D00209,EG2026-PRES,ORG04,Partido del Buen Gobierno,20,167,200,9,24,259,contabilizada
M00209-02,D00209,EG2026-PRES,ORG05,Otros,71,167,200,9,24,259,contabilizada
M00209-03,D00209,EG2026-PRES,ORG01,Fuerza Popular,19,119,140,8,13,198,contabilizada
M00209-03,D00209,EG2026-PRES,ORG02,Juntos por el Peru,12,119,140,8,13,198,contabilizada
M00209-03,D00209,EG2026-PRES,ORG03,Renovacion Popular,20,119,140,8,13,198,contabilizada
M00209-03,D00209,EG2026-PRES,ORG04,Partido del Buen Gobierno,15,119,140,8,13,198,contabilizada
M00209-03,D00209,EG2026-PRES,ORG05,Otros,53,119,140,8,13,198,contabilizada
M00209-04,D00209,EG2026-PRES,ORG01,Fuerza Popular,35,200,237,14,23,339,contabilizada
M00209-04,D00209,EG2026-PRES,ORG02,Juntos por el Peru,28,200,237,14,23,339,contabilizada
M00209-04,D00209,EG2026-PRES,ORG03,Renovacion Popular,26,200,237,14,23,339,contabilizada
M00209-04,D00209,EG2026-PRES,ORG04,Partido del Buen Gobierno,29,200,237,14,23,339,contabilizada
M00209-04,D00209,EG2026-PRES,ORG05,Otros,82,200,237,14,23,339,contabilizada
M00210-01,D00210,EG2026-PRES,ORG01,Fuerza Popular,16,95,113,5,13,180,contabilizada
M00210-01,D00210,EG2026-PRES,ORG02,Juntos por el Peru,28,95,113,5,13,180,contabilizada
M00210-01,D00210,EG2026-PRES,ORG03,Renovacion Popular,9,95,113,5,13,180,contabilizada
M00210-01,D00210,EG2026-PRES,ORG04,Partido del Buen Gobierno,10,95,113,5,13,180,contabilizada
M00210-01,D00210,EG2026-PRES,ORG05,Otros,32,95,113,5,13,180,contabilizada
M00210-02,D00210,EG2026-PRES,ORG01,Fuerza Popular,12,117,141,7,17,219,contabilizada
M00210-02,D00210,EG2026-PRES,ORG02,Juntos por el Peru,26,117,141,7,17,219,contabilizada
M00210-02,D00210,EG2026-PRES,ORG03,Renovacion Popular,10,117,141,7,17,219,contabilizada
M00210-02,D00210,EG2026-PRES,ORG04,Partido del Buen Gobierno,13,117,141,7,17,219,contabilizada
M00210-02,D00210,EG2026-PRES,ORG05,Otros,56,117,141,7,17,219,contabilizada
M00210-03,D00210,EG2026-PRES,ORG01,Fuerza Popular,40,266,312,17,29,380,contabilizada
M00210-03,D00210,EG2026-PRES,ORG02,Juntos por el Peru,63,266,312,17,29,380,contabilizada
M00210-03,D00210,EG2026-PRES,ORG03,Renovacion Popular,18,266,312,17,29,380,contabilizada
M00210-03,D00210,EG2026-PRES,ORG04,Partido del Buen Gobierno,27,266,312,17,29,380,contabilizada
M00210-03,D00210,EG2026-PRES,ORG05,Otros,118,266,312,17,29,380,contabilizada
M00210-04,D00210,EG2026-PRES,ORG01,Fuerza Popular,20,151,178,9,18,244,contabilizada
M00210-04,D00210,EG2026-PRES,ORG02,Juntos por el Peru,22,151,178,9,18,244,contabilizada
M00210-04,D00210,EG2026-PRES,ORG03,Renovacion Popular,10,151,178,9,18,244,contabilizada
M00210-04,D00210,EG2026-PRES,ORG04,Partido del Buen Gobierno,13,151,178,9,18,244,contabilizada
M00210-04,D00210,EG2026-PRES,ORG05,Otros,86,151,178,9,18,244,contabilizada
M00210-05,D00210,EG2026-PRES,ORG01,Fuerza Popular,21,168,213,21,24,296,contabilizada
M00210-05,D00210,EG2026-PRES,ORG02,Juntos por el Peru,29,168,213,21,24,296,contabilizada
